ID,Name,Poster,NumTracks,TopTracks,Likes,Reposts,PostedTime,Genre,Length
P1,Gentle Dreams 🛏️ - An Indie/Chill/Electronic Playlist,U1,18,"['T1', 'T2', 'T3', 'T4', 'T5', 'T6', 'T7', 'T8', 'T9', 'T10']",121377,9211,13 May 2017,indie,1:09:50
P2,Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist | Vol. 1,U1,16,"['T11', 'T12', 'T13', 'T14', 'T15', 'T16', 'T17', 'T18', 'T19', 'T20']",74566,4554,15 April 2017,indie,55:27
P3,Indie,U22,522,"['T21', 'T22', 'T23', 'T24', 'T25', 'T26', 'T27', 'T28', 'T29', 'T30']",2236,149,22 June 2015,indie,2:13:41
P4,Indie,U32,379,"['T31', 'T32', 'T33', 'T34', 'T35', 'T36', 'T37', 'T38', 'T39', 'T40']",1159,180,1 August 2014,indie,2:33:29
P5,indie ♥,U43,291,"['T41', 'T42', 'T43', 'T44', 'T45', 'T46', 'T47', 'T48', 'T49', 'T50']",2300,685,21 January 2013,indie,2:25:35
P6,Indie,U54,413,"['T51', 'T52', 'T53', 'T54', 'T55', 'T56', 'T57', 'T58', 'T59', 'T60']",42,2,14 November 2020,indie,3:17:46
P7,Indie,U63,387,"['T61', 'T62', 'T63', 'T64', 'T65', 'T66', 'T67', 'T68', 'T69', 'T70']",156,7,17 March 2015,indie,2:17:46
P8,indie,U70,475,"['T71', 'T72', 'T73', 'T74', 'T75', 'T76', 'T77', 'T78', 'T79', 'T80']",285,18,21 March 2016,indie,2:03:16
P9,indie&...,U81,499,"['T81', 'T82', 'T83', 'T84', 'T85', 'T86', 'T87', 'T88', 'T89', 'T90']",469,86,4 December 2012,indie,3:34:00
P10,Indie,U89,489,"['T91', 'T51', 'T92', 'T93', 'T94', 'T95', 'T96', 'T97', 'T98', 'T99']",27,3,21 July 2018,indie,3:29:34
P11,Indie,U95,495,"['T100', 'T101', 'T102', 'T103', 'T104', 'T105', 'T106', 'T107', 'T108', 'T109']",50,1,13 May 2020,indie,1:37:08
P12,INDIE,U106,443,"['T110', 'T111', 'T112', 'T113', 'T114', 'T115', 'T116', 'T117', 'T118', 'T119']",211,15,29 July 2014,indie,3:02:18
P13,Indie,U117,457,"['T120', 'T121', 'T122', 'T123', 'T124', 'T125', 'T126', 'T127', 'T128', 'T129']",70,5,12 November 2016,indie,2:48:07
P14,Chill Tracks (Winter 2015),U127,21,"['T130', 'T131', 'T132', 'T133', 'T134', 'T135', 'T136', 'T137', 'T138', 'T139']",19409,1883,23 November 2015,indie,1:25:36
P15,Indie,U134,440,"['T140', 'T141', 'T142', 'T143', 'T144', 'T145', 'T146', 'T147', 'T148', 'T149']",138,10,28 March 2017,indie,26:43:49
P16,indie,U143,417,"['T150', 'T151', 'T152', 'T153', 'T154', 'T155', 'T156', 'T157', 'T158', 'T159']",168,16,9 October 2017,indie,1:23:35
P17,Indie,U150,457,"['T160', 'T161', 'T162', 'T163', 'T164', 'T165', 'T166', 'T167', 'T168', 'T169']",23,2,5 August 2017,indie,32:23:02
P18,indie,U157,29,"['T61', 'T170', 'T171', 'T172', 'T173', 'T174', 'T175', 'T176', 'T177', 'T178']",283,45,4 July 2013,indie,1:30:52
P19,INDIE,U165,5,"['T179', 'T180', 'T181', 'T182', 'T183']",1902,83,18 July 2022,indie,14:35
P20,indie,U167,470,"['T184', 'T185', 'T186', 'T44', 'T187', 'T188', 'T189', 'T190', 'T191', 'T192']",108,11,4 April 2016,indie,1:31:42
P21,Indie New Arrivals: Stitches,U174,112,"['T193', 'T194', 'T195', 'T196', 'T197', 'T198', 'T199', 'T200', 'T201', 'T202']",12866,519,13 March 2019,indie,2:37:46
P22,Indie,U185,404,"['T203', 'T204', 'T205', 'T206', 'T207', 'T208', 'T209', 'T210', 'T211', 'T212']",7,2,2 July 2015,indie,3:34:59
P23,Indie,U193,450,"['T213', 'T214', 'T215', 'T216', 'T217', 'T218', 'T219', 'T220', 'T221', 'T222']",20,1,9 September 2015,indie,2:46:47
P24,indie,U199,493,"['T223', 'T224', 'T225', 'T226', 'T227', 'T228', 'T229', 'T230', 'T231', 'T232']",9,19,23 February 2017,indie,3:05:28
P25,Indie,U209,494,"['T233', 'T234', 'T235', 'T236', 'T237', 'T238', 'T239', 'T240', 'T241', 'T242']",3,85,16 April 2018,indie,2:54:38
P26,Indie,U214,484,"['T243', 'T244', 'T245', 'T246', 'T247', 'T248', 'T249', 'T250', 'T251', 'T252']",18,2,26 February 2017,indie,2:48:48
P27,indie,U220,497,"['T253', 'T254', 'T255', 'T256', 'T257', 'T258', 'T259', 'T260', 'T261', 'T262']",3,1,23 January 2016,indie,30:49:22
P28,Indie,U231,470,"['T263', 'T264', 'T265', 'T266', 'T267', 'T268', 'T269', 'T270', 'T271', 'T272']",3,67,2 December 2017,indie,2:44:48
P29,indie,U240,438,"['T273', 'T274', 'T275', 'T276', 'T277', 'T278', 'T279', 'T280', 'T281', 'T282']",23,3,10 July 2016,indie,2:46:51
P30,indie,U248,414,"['T283', 'T284', 'T285', 'T286', 'T287', 'T288', 'T289', 'T290', 'T291', 'T292']",27,3,20 November 2016,indie,3:23:12
P31,Indie,U257,459,"['T293', 'T294', 'T295', 'T296', 'T297', 'T298', 'T299', 'T300', 'T301', 'T302']",9,2,2 May 2017,indie,2:43:17
P32,Indie,U268,414,"['T303', 'T304', 'T305', 'T306', 'T307', 'T308', 'T309', 'T310', 'T311', 'T312']",18,1,4 February 2016,indie,2:56:23
P33,indie,U275,328,"['T313', 'T314', 'T315', 'T316', 'T317', 'T318', 'T319', 'T320', 'T321', 'T322']",19,2,14 May 2017,indie,2:48:42
P34,indie,U286,341,"['T57', 'T323', 'T324', 'T325', 'T51', 'T326', 'T327', 'T328', 'T329', 'T330']",3,1,28 January 2018,indie,2:50:44
P35,indie,U292,313,"['T331', 'T332', 'T333', 'T334', 'T335', 'T336', 'T337', 'T338', 'T339', 'T340']",18,1,17 August 2015,indie,2:40:27
P36,Indie,U303,323,"['T341', 'T109', 'T342', 'T343', 'T344', 'T345', 'T346', 'T347', 'T348', 'T349']",80,7,16 January 2018,indie,2:40:29
P37,indie,U306,420,"['T350', 'T351', 'T352', 'T353', 'T354', 'T355', 'T356', 'T357', 'T358', 'T359']",4,4,14 August 2018,indie,2:43:22
P38,Dawn of Winter 2015,U127,11,"['T360', 'T361', 'T362', 'T137', 'T363', 'T364', 'T365', 'T366', 'T367', 'T368']",12950,1579,10 November 2015,indie,42:51
P39,INDIE,U320,446,"['T369', 'T370', 'T371', 'T372', 'T373', 'T374', 'T375', 'T376', 'T377', 'T378']",3,74,8 April 2019,indie,2:51:02
P40,Indie,U326,457,"['T379', 'T380', 'T381', 'T382', 'T383', 'T363', 'T384', 'T385', 'T386', 'T387']",17,2,5 January 2015,indie,2:52:25
P41,indie,U334,339,"['T388', 'T389', 'T390', 'T391', 'T98', 'T324', 'T392', 'T393', 'T394', 'T395']",4,1,18 November 2017,indie,4:28:41
P42,Indie,U337,436,"['T396', 'T397', 'T398', 'T399', 'T400', 'T401', 'T402', 'T403', 'T404', 'T405']",4,None,23 May 2020,indie,2:11:02
P43,Indie,U342,183,"['T406', 'T407', 'T408', 'T409', 'T290', 'T410', 'T411', 'T412', 'T413', 'T414']",17,2,31 May 2017,indie,2:42:13
P44,indie,U347,467,"['T415', 'T416', 'T417', 'T418', 'T419', 'T420', 'T421', 'T422', 'T423', 'T424']",7,7,31 December 2018,indie,2:53:14
P45,Chill Bedroom Pop: Cozy,U174,121,"['T425', 'T426', 'T427', 'T428', 'T429', 'T430', 'T431', 'T432', 'T433', 'T434']",15338,677,25 October 2019,indie,2:16:59
P46,Indie,U364,452,"['T435', 'T436', 'T437', 'T438', 'T439', 'T440', 'T441', 'T442', 'T443', 'T444']",8,2,19 October 2015,indie,2:43:06
P47,indie,U375,447,"['T445', 'T446', 'T447', 'T448', 'T449', 'T450', 'T451', 'T452', 'T453', 'T454']",6,6,16 August 2016,indie,2:53:54
P48,Indie,U386,305,"['T455', 'T456', 'T457', 'T458', 'T459', 'T460', 'T461', 'T462', 'T463', 'T464']",561,160,3 September 2013,indie,3:06:30
P49,Indie,U394,395,"['T465', 'T466', 'T467', 'T468', 'T469', 'T470', 'T471', 'T472', 'T473', 'T474']",9,3,22 December 2017,indie,2:58:15
P50,Indie....,U403,466,"['T475', 'T476', 'T477', 'T478', 'T479', 'T480', 'T481', 'T482', 'T483', 'T484']",1,33,12 May 2021,indie,3:15:08
P51,indie,U414,366,"['T485', 'T486', 'T487', 'T488', 'T489', 'T490', 'T491', 'T492', 'T493', 'T494']",9,2,27 October 2016,indie,1:51:06
P52,Indie,U425,408,"['T495', 'T496', 'T497', 'T498', 'T499', 'T500', 'T501', 'T502', 'T503', 'T504']",5,12,21 April 2015,indie,2:42:13
P53,indie,U435,331,"['T505', 'T506', 'T507', 'T508', 'T509', 'T510', 'T511', 'T512', 'T513', 'T514']",1,1,8 May 2017,indie,3:27:59
P54,indie,U441,381,"['T515', 'T164', 'T516', 'T517', 'T518', 'T519', 'T520', 'T521', 'T522', 'T163']",5,1,26 August 2018,indie,35:57:56
P55,indie,U449,499,"['T523', 'T524', 'T525', 'T526', 'T527', 'T82', 'T528', 'T529', 'T530', 'T531']",5,4,5 August 2017,indie,2:49:58
P56,INDIE,U455,306,"['T532', 'T189', 'T69', 'T533', 'T534', 'T535', 'T536', 'T537', 'T148', 'T190']",7,1,9 March 2015,indie,2:13:53
P57,Indie,U458,419,"['T538', 'T539', 'T540', 'T541', 'T542', 'T543', 'T544', 'T545', 'T546', 'T547']",43,1,10 August 2016,indie,31:09:29
P58,Indie,U469,464,"['T548', 'T549', 'T170', 'T550', 'T61', 'T172', 'T174', 'T551', 'T177', 'T552']",4,14,7 April 2016,indie,2:41:26
P59,Indie,U473,301,"['T553', 'T554', 'T555', 'T556', 'T557', 'T558', 'T559', 'T560', 'T561', 'T562']",2,7,2 October 2017,indie,3:53:21
P60,indie,U482,303,"['T563', 'T564', 'T511', 'T565', 'T566', 'T567', 'T512', 'T510', 'T568', 'T569']",2,3,29 September 2018,indie,3:18:28
P61,Indie,U488,390,"['T570', 'T571', 'T572', 'T573', 'T574', 'T575', 'T576', 'T577', 'T578', 'T579']",12,2,19 November 2014,indie,2:42:54
P62,indie,U498,320,"['T580', 'T581', 'T582', 'T583', 'T584', 'T585', 'T586', 'T587', 'T588', 'T589']",1,6,9 April 2017,indie,3:40:35
P63,INDIE,U504,334,"['T590', 'T591', 'T592', 'T593', 'T594', 'T595', 'T596', 'T597', 'T598', 'T599']",4,182,16 December 2013,indie,2:52:58
P64,indie,U509,392,"['T600', 'T601', 'T602', 'T603', 'T604', 'T605', 'T606', 'T607', 'T608', 'T609']",4,1,27 November 2016,indie,2:54:12
P65,indie,U513,393,"['T610', 'T611', 'T612', 'T439', 'T613', 'T614', 'T615', 'T616', 'T617', 'T618']",2,1,17 May 2016,indie,3:13:08
P66,Indie,U519,491,"['T619', 'T620', 'T621', 'T622', 'T623', 'T624', 'T625', 'T626', 'T627', 'T628']",3,67,30 August 2020,indie,2:47:34
P67,indie,U526,361,"['T629', 'T630', 'T631', 'T632', 'T633', 'T634', 'T69', 'T635', 'T636', 'T637']",7,1,17 July 2014,indie,2:31:09
P68,INDIE,U534,421,"['T638', 'T639', 'T640', 'T641', 'T642', 'T643', 'T644', 'T645', 'T646', 'T647']",1,2,16 December 2019,indie,2:52:45
P69,indie:),U543,459,"['T648', 'T649', 'T650', 'T651', 'T652', 'T653', 'T14', 'T23', 'T654', 'T22']",24,2,27 September 2020,indie,2:33:02
P70,indie,U549,371,"['T655', 'T656', 'T657', 'T658', 'T659', 'T660', 'T661', 'T662', 'T663', 'T664']",1,1,4 July 2019,indie,3:02:29
P71,indie,U556,400,"['T44', 'T665', 'T186', 'T666', 'T667', 'T535', 'T668', 'T669', 'T670', 'T671']",6,58,28 July 2016,indie,2:37:14
P72,indie,U559,259,"['T672', 'T673', 'T674', 'T675', 'T676', 'T677', 'T678', 'T679', 'T680', 'T681']",None,None,6 July 2020,indie,3:12:10
P73,Indie,U566,116,"['T682', 'T683', 'T684', 'T685', 'T686', 'T687', 'T688', 'T689', 'T690', 'T691']",5,19,10 February 2020,indie,7:10:57
P74,Indie,U567,461,"['T692', 'T693', 'T694', 'T695', 'T696', 'T697', 'T698', 'T699', 'T700', 'T701']",2,28,7 October 2020,indie,2:35:25
P75,indie,U578,410,"['T137', 'T702', 'T703', 'T704', 'T705', 'T573', 'T706', 'T707', 'T708', 'T709']",4,3,17 May 2019,indie,3:56:03
P76,indie,U583,328,"['T710', 'T711', 'T712', 'T713', 'T714', 'T715', 'T716', 'T717', 'T718', 'T719']",17,2,25 July 2013,indie,2:33:58
P77,Indie,U589,304,"['T92', 'T95', 'T720', 'T721', 'T722', 'T723', 'T724', 'T57', 'T509', 'T725']",2,2,13 March 2018,indie,3:17:04
P78,indie,U592,161,"['T726', 'T727', 'T728', 'T729', 'T730', 'T731', 'T732', 'T733', 'T734', 'T735']",5,136,13 February 2020,indie,28:17
P79,Indie,U594,350,"['T736', 'T737', 'T738', 'T739', 'T740', 'T741', 'T742', 'T743', 'T744', 'T745']",2,1,31 May 2016,indie,2:51:44
P80,indie,U604,281,"['T746', 'T747', 'T748', 'T749', 'T750', 'T751', 'T752', 'T753', 'T754', 'T755']",33,6,7 August 2015,indie,3:15:48
P81,Indie,U613,477,"['T756', 'T757', 'T758', 'T759', 'T760', 'T761', 'T762', 'T763', 'T764', 'T765']",3,5,10 March 2022,indie,2:14:07
P82,indie,U622,355,"['T766', 'T767', 'T768', 'T769', 'T660', 'T770', 'T662', 'T659', 'T658', 'T771']",3,3,4 May 2020,indie,2:51:15
P83,INDIE,U628,483,"['T772', 'T773', 'T774', 'T775', 'T776', 'T777', 'T778', 'T779', 'T780', 'T781']",1,None,24 February 2021,indie,2:27:28
P84,Indie,U636,273,"['T782', 'T783', 'T784', 'T785', 'T786', 'T787', 'T788', 'T789', 'T790', 'T791']",30,7,27 November 2013,indie,5:10:21
P85,Indie,U646,459,"['T792', 'T793', 'T794', 'T795', 'T796', 'T797', 'T798', 'T799', 'T800', 'T801']",1,31,20 March 2019,indie,2:34:42
P86,Indie,U654,378,"['T802', 'T803', 'T804', 'T805', 'T806', 'T807', 'T808', 'T809', 'T810', 'T811']",7,1,7 November 2018,indie,3:12:57
P87,indie,U663,267,"['T812', 'T813', 'T814', 'T815', 'T816', 'T817', 'T327', 'T818', 'T819', 'T820']",1,1,2 June 2020,indie,2:53:01
P88,Indie,U672,378,"['T821', 'T822', 'T823', 'T824', 'T825', 'T826', 'T827', 'T828', 'T829', 'T830']",3,1,17 April 2017,indie,2:51:02
P89,Indie,U682,369,"['T831', 'T832', 'T833', 'T834', 'T835', 'T836', 'T837', 'T838', 'T839', 'T840']",2,2,18 April 2014,indie,2:28:25
P90,indie,U689,400,"['T841', 'T842', 'T843', 'T844', 'T845', 'T846', 'T847', 'T848', 'T849', 'T850']",2,1,21 April 2020,indie,2:46:00
P91,indie,U700,72,"['T345', 'T344', 'T851', 'T852', 'T853', 'T854', 'T855', 'T856', 'T147', 'T69']",5,6,4 November 2022,indie,1:16:04
P92,Indie,U32,300,"['T857', 'T858', 'T859', 'T860', 'T861', 'T862', 'T863', 'T864', 'T865', 'T866']",20,5,15 January 2015,indie,2:25:40
P93,Indie,U712,249,"['T867', 'T868', 'T869', 'T870', 'T871', 'T872', 'T873', 'T874', 'T875', 'T876']",6,1,29 December 2013,indie,5:12:49
P94,Indie,U719,294,"['T877', 'T878', 'T879', 'T880', 'T881', 'T435', 'T882', 'T883', 'T884', 'T885']",8,934,17 January 2014,indie,2:33:31
P95,indie,U728,233,"['T886', 'T887', 'T888', 'T889', 'T890', 'T891', 'T892', 'T893', 'T894', 'T895']",1,4,18 April 2016,indie,3:52:01
P96,indie,U737,230,"['T896', 'T897', 'T898', 'T899', 'T98', 'T393', 'T324', 'T900', 'T389', 'T901']",2,3,13 February 2019,indie,3:19:25
P97,Indie,U741,389,"['T902', 'T903', 'T904', 'T905', 'T906', 'T907', 'T908', 'T909', 'T910', 'T911']",72,25,21 November 2021,indie,2:19:00
P98,Indie,U749,234,"['T912', 'T913', 'T914', 'T915', 'T916', 'T917', 'T918', 'T919', 'T920', 'T921']",3,76,16 April 2015,indie,2:26:10
P99,indie,U758,318,"['T922', 'T923', 'T924', 'T925', 'T926', 'T927', 'T928', 'T929', 'T930', 'T931']",4,2,8 July 2017,indie,2:14:55
P100,Indie,U769,302,"['T932', 'T933', 'T934', 'T935', 'T936', 'T937', 'T938', 'T939', 'T940', 'T941']",12,2,9 August 2019,indie,2:55:04
P101,indie,U780,347,"['T942', 'T943', 'T944', 'T945', 'T946', 'T947', 'T948', 'T949', 'T950', 'T951']",6,1,4 June 2018,indie,2:35:31
P102,Indie,U787,348,"['T952', 'T953', 'T954', 'T955', 'T956', 'T957', 'T958', 'T959', 'T960', 'T961']",4,1,12 May 2020,indie,2:30:01
P103,indie,U796,261,"['T962', 'T963', 'T519', 'T964', 'T245', 'T965', 'T966', 'T736', 'T967', 'T707']",5,9,16 August 2015,indie,2:53:11
P104,Indie,U803,365,"['T968', 'T969', 'T970', 'T971', 'T972', 'T973', 'T974', 'T975', 'T976', 'T977']",12,None,1 November 2020,indie,3:12:31
P105,INDIE,U810,240,"['T978', 'T979', 'T980', 'T981', 'T982', 'T983', 'T984', 'T985', 'T986', 'T987']",32,5,30 December 2013,indie,2:58:53
P106,Indie,U816,259,"['T988', 'T989', 'T990', 'T991', 'T992', 'T993', 'T994', 'T995', 'T996', 'T997']",2,1,30 May 2020,indie,3:31:43
P107,Indie,U819,254,"['T998', 'T999', 'T1000', 'T1001', 'T94', 'T1002', 'T1003', 'T1004', 'T206', 'T1005']",1,1,12 August 2017,indie,3:14:09
P108,indie,U826,224,"['T1006', 'T1007', 'T1008', 'T1009', 'T1010', 'T1011', 'T1012', 'T1013', 'T1014', 'T1015']",7,66,30 January 2014,indie,2:54:15
P109,indie,U828,358,"['T1016', 'T1017', 'T1018', 'T1019', 'T1020', 'T1021', 'T1022', 'T1023', 'T1024', 'T1025']",2,1,6 November 2017,indie,22:45:42
P110,Indie,U838,254,"['T1026', 'T1027', 'T1028', 'T1029', 'T1030', 'T1031', 'T1032', 'T1033', 'T1034', 'T1035']",4,154,16 May 2017,indie,2:56:24
P111,Indie,U846,348,"['T1036', 'T1037', 'T1038', 'T1039', 'T1040', 'T1041', 'T1042', 'T1043', 'T1044', 'T1045']",7,251,3 May 2018,indie,22:49:06
P112,Indie,U855,33,"['T852', 'T1046', 'T1047', 'T1048', 'T1049', 'T853', 'T109', 'T1050', 'T1051', 'T1052']",1,2,9 November 2022,indie,2:14:19
P113,Indie,U860,339,"['T1053', 'T1054', 'T1055', 'T1056', 'T1057', 'T1058', 'T1059', 'T1060', 'T1061', 'T354']",5,2,21 March 2019,indie,2:46:49
P114,INDIE,U868,271,"['T1062', 'T1063', 'T1064', 'T1065', 'T68', 'T1066', 'T70', 'T1067', 'T1068', 'T1069']",1,3,29 September 2015,indie,2:14:33
P115,indie,U876,239,"['T720', 'T1070', 'T1071', 'T1072', 'T1073', 'T1074', 'T1075', 'T815', 'T1076', 'T1077']",1,None,29 August 2019,indie,3:06:02
P116,indie,U882,393,"['T1078', 'T268', 'T1079', 'T1080', 'T1081', 'T1082', 'T1040', 'T1083', 'T1084', 'T1085']",7,16,7 January 2017,indie,2:39:42
P117,indie,U889,355,"['T1086', 'T1087', 'T1088', 'T255', 'T1089', 'T1090', 'T1091', 'T1092', 'T1093', 'T1094']",8,162,6 July 2017,indie,2:29:09
P118,indie?,U897,345,"['T1095', 'T1096', 'T1097', 'T1098', 'T1099', 'T1100', 'T1101', 'T1102', 'T963', 'T1103']",16,4,30 July 2015,indie,4:58:05
P119,Indie,U906,388,"['T1104', 'T1105', 'T1106', 'T1107', 'T1108', 'T1109', 'T1110', 'T799', 'T1111', 'T1112']",3,1,19 June 2021,indie,2:32:35
P120,Indie,U912,314,"['T1113', 'T1114', 'T1115', 'T1116', 'T1117', 'T941', 'T1118', 'T1119', 'T1120', 'T1121']",1,2,9 February 2015,indie,7:05:12
P121,indie,U917,219,"['T1122', 'T1123', 'T325', 'T1124', 'T1125', 'T1126', 'T1127', 'T51', 'T1128', 'T1129']",2,1,21 April 2018,indie,3:47:21
P122,indie,U921,379,"['T1130', 'T1131', 'T1132', 'T1133', 'T1134', 'T1135', 'T1136', 'T1137', 'T1138', 'T1139']",5,26,12 August 2018,indie,2:51:43
P123,INDIE,U931,343,"['T1140', 'T1141', 'T1142', 'T1143', 'T1144', 'T1145', 'T852', 'T1146', 'T1147', 'T1148']",2,91,15 August 2020,indie,1:09:31
P124,indie,U935,275,"['T1149', 'T1150', 'T1151', 'T1152', 'T1153', 'T1154', 'T1155', 'T1156', 'T1157', 'T1158']",3,1,19 April 2017,indie,3:02:50
P125,Indie,U941,308,"['T345', 'T1159', 'T1160', 'T1161', 'T1162', 'T1163', 'T1164', 'T1165', 'T1166', 'T1167']",2,21,22 July 2021,indie,1:17:21
P126,Indie,U948,380,"['T1168', 'T146', 'T1169', 'T1170', 'T1171', 'T1172', 'T1173', 'T1174', 'T1175', 'T1176']",2,2,18 May 2020,indie,29:47:21
P127,INDIE,U953,321,"['T1177', 'T1178', 'T1179', 'T1180', 'T1181', 'T1182', 'T1183', 'T1184', 'T1185', 'T1186']",5,4,27 June 2022,indie,3:07:08
P128,indie,U959,341,"['T170', 'T1187', 'T1188', 'T1189', 'T1190', 'T1191', 'T1192', 'T1193', 'T1194', 'T1195']",2,19,5 March 2015,indie,2:35:14
P129,Indie,U966,239,"['T1196', 'T1197', 'T1198', 'T1199', 'T1200', 'T1201', 'T1202', 'T1203', 'T1204', 'T1205']",9,None,17 October 2020,indie,1:11:12
P130,INDIE,U976,481,"['T1206', 'T1207', 'T1208', 'T1209', 'T1210', 'T1211', 'T1212', 'T1213', 'T1214', 'T1215']",10,2,1 May 2020,indie,2:12:59
P131,Indie,U985,368,"['T1216', 'T1217', 'T1218', 'T1219', 'T1220', 'T1221', 'T1222', 'T1223', 'T1224', 'T1225']",2,72,6 February 2020,indie,2:25:47
P132,Indie,U993,352,"['T1226', 'T1227', 'T1228', 'T1229', 'T1230', 'T1231', 'T1232', 'T1233', 'T1234', 'T1235']",3,9,12 August 2014,indie,2:47:31
P133,indie,U1002,387,"['T1236', 'T1237', 'T1238', 'T1239', 'T170', 'T1240', 'T1241', 'T1242', 'T1243', 'T1244']",15,None,28 October 2019,indie,2:23:47
P134,Indie,U1012,242,"['T1245', 'T1246', 'T1247', 'T1248', 'T1249', 'T1250', 'T1251', 'T1252', 'T1253', 'T255']",4,1,27 July 2014,indie,2:47:54
P135,indie,U1019,243,"['T327', 'T1254', 'T323', 'T1255', 'T1256', 'T1257', 'T1258', 'T1259', 'T1260', 'T1261']",1,3,12 January 2018,indie,3:07:54
P136,indie,U1021,303,"['T1262', 'T1263', 'T1264', 'T1265', 'T1266', 'T1267', 'T1268', 'T1269', 'T1270', 'T1271']",8,275,21 January 2014,indie,2:57:17
P137,Indie,U1029,306,"['T1272', 'T1273', 'T1274', 'T1275', 'T1276', 'T1277', 'T1278', 'T1279', 'T1280', 'T1281']",3,1,24 August 2021,indie,2:11:39
P138,indie,U1034,303,"['T1282', 'T1283', 'T1284', 'T1285', 'T1286', 'T1287', 'T1288', 'T1289', 'T1290', 'T1291']",3,None,28 March 2020,indie,2:51:39
P139,Indie,U1041,309,"['T1292', 'T1293', 'T1294', 'T1295', 'T1296', 'T1297', 'T1298', 'T1299', 'T1300', 'T1301']",None,None,21 February 2018,indie,3:02:02
P140,Indie,U1052,333,"['T1302', 'T1303', 'T1304', 'T69', 'T1305', 'T1306', 'T1307', 'T1308', 'T1309', 'T147']",3,72,20 April 2018,indie,20:59:50
P141,Indie,U1055,330,"['T1310', 'T1311', 'T1312', 'T189', 'T1049', 'T1313', 'T1314', 'T1315', 'T1316', 'T1317']",99,6,2 July 2022,indie,1:25:14
P142,Indie,U1060,441,"['T1318', 'T1319', 'T1320', 'T1321', 'T1322', 'T1323', 'T1324', 'T1325', 'T1326', 'T1327']",167,None,18 May 2021,indie,28:17:21
P143,indie,U1067,203,"['T1076', 'T1077', 'T1328', 'T1329', 'T1330', 'T1331', 'T1332', 'T1333', 'T1334', 'T1335']",1,None,25 May 2017,indie,2:57:45
P144,Indie,U1070,312,"['T1336', 'T1337', 'T1338', 'T1339', 'T1340', 'T1341', 'T1342', 'T1343', 'T1344', 'T1345']",50,3,18 September 2019,indie,2:52:45
P145,indie,U1081,309,"['T1346', 'T1347', 'T1348', 'T1349', 'T1350', 'T1351', 'T1352', 'T1353', 'T718', 'T1354']",1,12,7 June 2017,indie,3:10:34
P146,indie,U1090,338,"['T1355', 'T1356', 'T992', 'T1357', 'T1358', 'T1359', 'T1360', 'T1361', 'T1362', 'T1363']",13,None,26 December 2019,indie,76:11:07
P147,Indie,U1099,287,"['T1364', 'T1365', 'T1366', 'T1367', 'T1368', 'T1369', 'T1370', 'T1371', 'T1372', 'T1373']",6,1,24 January 2016,indie,3:14:53
P148,Indie,U1107,290,"['T1374', 'T1375', 'T1376', 'T1377', 'T1378', 'T1379', 'T1380', 'T82', 'T527', 'T1381']",50,None,30 September 2020,indie,2:32:12
P149,indie.,U1113,234,"['T1382', 'T1383', 'T1384', 'T1385', 'T1386', 'T1387', 'T1388', 'T1389', 'T995', 'T1390']",4,2,22 September 2017,indie,1:42:55
P150,Indie,U1115,210,"['T1391', 'T1392', 'T1393', 'T1394', 'T708', 'T572', 'T1395', 'T1396', 'T1397', 'T1398']",5,None,31 August 2014,indie,2:50:25
P151,indie,U1123,213,"['T555', 'T554', 'T557', 'T559', 'T1399', 'T1400', 'T1401', 'T1402', 'T1403', 'T1404']",2,2,11 April 2019,indie,2:45:50
P152,Indie,U1129,297,"['T1405', 'T1406', 'T1407', 'T1408', 'T1409', 'T1410', 'T1411', 'T1412', 'T1413', 'T1414']",3,4,20 March 2017,indie,2:46:59
P153,Indie,U1134,365,"['T1415', 'T1416', 'T1417', 'T1418', 'T1419', 'T1420', 'T1421', 'T1422', 'T1423', 'T1424']",48,None,25 April 2022,indie,2:26:50
P154,indie,U1140,288,"['T1425', 'T1426', 'T1394', 'T1427', 'T1428', 'T1429', 'T436', 'T68', 'T255', 'T1430']",1,10,21 April 2015,indie,2:39:29
P155,Indie,U1146,32,"['T1431', 'T1432', 'T1433', 'T1434', 'T1435', 'T1436', 'T523', 'T1437', 'T1438', 'T1439']",23,1,12 November 2022,indie,1:45:48
P156,indie,U1155,232,"['T510', 'T1440', 'T511', 'T514', 'T509', 'T513', 'T1441', 'T1442', 'T92', 'T1443']",2,None,22 June 2017,indie,3:14:24
P157,indie,U1156,284,"['T353', 'T1444', 'T660', 'T1445', 'T1446', 'T1447', 'T1448', 'T1449', 'T1450', 'T645']",1,10,22 November 2018,indie,3:02:49
P158,~Indie~,U1162,266,"['T1451', 'T1452', 'T1453', 'T1454', 'T1455', 'T1456', 'T1457', 'T1458', 'T574', 'T1459']",4,84,21 September 2013,indie,2:48:43
P159,indie,U1170,309,"['T1460', 'T1461', 'T354', 'T1462', 'T1463', 'T1464', 'T1465', 'T1466', 'T1467', 'T1468']",1,None,15 April 2021,indie,3:16:04
P160,indie,U1173,359,"['T1469', 'T1470', 'T1434', 'T1471', 'T1472', 'T1473', 'T1304', 'T184', 'T621', 'T1474']",3,1,31 December 2020,indie,2:49:29
P161,INDIE ---,U1178,288,"['T1475', 'T1476', 'T1477', 'T1180', 'T1181', 'T1464', 'T1478', 'T1479', 'T1480', 'T1481']",1,None,4 June 2018,indie,2:47:18
